feature,value,position,modification
event_mean,122.47,0,1
event_stdv,7.348,0,1
event_length,0.01062,0,1
event_mean,80.28,1,1
event_stdv,2.723,1,1
event_length,0.00564,1,1
event_mean,73.78,2,1
event_stdv,1.545,2,1
event_length,0.01892,2,1
event_mean,111.90575,-2,1
event_stdv,3.92925,-2,1
event_length,0.004698,-2,1
event_mean,120.75,-1,1
event_stdv,2.572,-1,1
event_length,0.01062,-1,1
event_mean,123.55,0,1
event_stdv,5.547,0,1
event_length,0.00664,0,1
event_mean,79.73,1,1
event_stdv,4.456,1,1
event_length,0.00664,1,1
event_mean,73.37,2,1
event_stdv,2.061,2,1
event_length,0.01262,2,1
event_mean,98.43,-2,1
event_stdv,2.216,-2,1
event_length,0.00598,-2,1
event_mean,117.54,-1,1
event_stdv,4.546,-1,1
event_length,0.00996,-1,1
event_mean,124.98,0,1
event_stdv,11.853,0,1
event_length,0.00299,0,1
event_mean,85.37,1,1
event_stdv,2.635,1,1
event_length,0.00365,1,1
event_mean,74.57,2,1
event_stdv,2.962,2,1
event_length,0.00299,2,1
event_mean,110.81167,-2,1
event_stdv,4.579389,-2,1
event_length,0.005585,-2,1
event_mean,121.55,-1,1
event_stdv,2.837,-1,1
event_length,0.01726,-1,1
event_mean,118.955,0,1
event_stdv,8.8975,0,1
event_length,0.00266,0,1
event_mean,85.9,1,1
event_stdv,3.664,1,1
event_length,0.00664,1,1
event_mean,77.76711,2,1
event_stdv,2.031092,2,1
event_length,0.009206,2,1
event_mean,114.15,-2,1
event_stdv,4.41,-2,1
event_length,0.00664,-2,1
event_mean,119.35,-1,1
event_stdv,3.614,-1,1
event_length,0.00863,-1,1
event_mean,120.06,0,1
event_stdv,3.742,0,1
event_length,0.00432,0,1
event_mean,78.79,2,1
event_stdv,2.163,2,1
event_length,0.00963,2,1
event_mean,112.62805,-2,1
event_stdv,5.193512,-2,1
event_length,0.008945,-2,1
event_mean,114.44,-1,1
event_stdv,8.428,-1,1
event_length,0.00797,-1,1
event_mean,77.01247,2,1
event_stdv,2.275159,2,1
event_length,0.009636,2,1
event_mean,107.52923,-2,1
event_stdv,2.733538,-2,1
event_length,0.008352,-2,1
event_mean,116.79,-1,1
event_stdv,3.472,-1,1
event_length,0.005808,-1,1
event_mean,122.74442,0,1
event_stdv,4.065404,0,1
event_length,0.003485,0,1
event_mean,80.02,1,1
event_stdv,2.286,1,1
event_length,0.00631,1,1
event_mean,76.85288,2,1
event_stdv,1.660102,2,1
event_length,0.00982,2,1
event_mean,112.36,-2,1
event_stdv,5.821,-2,1
event_length,0.0176,-2,1
event_mean,122.6,-1,1
event_stdv,4.374,-1,1
event_length,0.01428,-1,1
event_mean,113.31,0,1
event_stdv,14.988,0,1
event_length,0.00531,0,1
event_mean,82.29,1,1
event_stdv,4.382,1,1
event_length,0.00432,1,1
event_mean,74.118385,2,1
event_stdv,1.362161,2,1
event_length,0.009874,2,1
event_mean,113.44,-2,1
event_stdv,5.284,-2,1
event_length,0.00498,-2,1
event_mean,122.31,-1,1
event_stdv,1.424,-1,1
event_length,0.00299,-1,1
event_mean,125.89478,0,1
event_stdv,6.154,0,1
event_length,0.004,0,1
event_mean,79.56,1,1
event_stdv,2.946,1,1
event_length,0.00863,1,1
event_mean,74.6324,2,1
event_stdv,1.64408,2,1
event_length,0.008528,2,1
event_mean,111.47,-2,1
event_stdv,3.555,-2,1
event_length,0.01494,-2,1
event_mean,115.58923,-1,1
event_stdv,3.542692,-1,1
event_length,0.006513,-1,1
event_mean,119.52,0,1
event_stdv,3.107,0,1
event_length,0.00664,0,1
event_mean,77.04421,2,1
event_stdv,1.772007,2,1
event_length,0.014737,2,1
event_mean,104.08,-2,1
event_stdv,2.9,-2,1
event_length,0.00266,-2,1
event_mean,115.95,-1,1
event_stdv,6.231,-1,1
event_length,0.01096,-1,1
event_mean,76.300606,2,1
event_stdv,1.506833,2,1
event_length,0.00671,2,1
event_mean,108.39625,-2,1
event_stdv,3.651875,-2,1
event_length,0.006056,-2,1
event_mean,122.00256,-1,1
event_stdv,3.123821,-1,1
event_length,0.01012,-1,1
event_mean,121.9,0,1
event_stdv,4.058,0,1
event_length,0.00365,0,1
event_mean,98.72,1,1
event_stdv,6.901,1,1
event_length,0.00232,1,1
event_mean,76.787865,2,1
event_stdv,1.869267,2,1
event_length,0.005651,2,1
event_mean,111.47934,-2,1
event_stdv,5.322013,-2,1
event_length,0.012838,-2,1
event_mean,116.91,-1,1
event_stdv,4.791,-1,1
event_length,0.0073,-1,1
event_mean,76.02991,2,1
event_stdv,1.564486,2,1
event_length,0.017688,2,1
event_mean,112.272354,-2,1
event_stdv,4.168863,-2,1
event_length,0.012923,-2,1
event_mean,77.36162,2,1
event_stdv,1.218324,2,1
event_length,0.005519,2,1
event_mean,113.38895,-2,1
event_stdv,4.504289,-2,1
event_length,0.003651,-2,1
event_mean,122.25,-1,1
event_stdv,1.965,-1,1
event_length,0.00531,-1,1
event_mean,127.33,0,1
event_stdv,5.082,0,1
event_length,0.00332,0,1
event_mean,83.17,1,1
event_stdv,3.335,1,1
event_length,0.00863,1,1
event_mean,75.54024,2,1
event_stdv,1.476738,2,1
event_length,0.005708,2,1
event_mean,105.16,-2,1
event_stdv,4.393,-2,1
event_length,0.0073,-2,1
event_mean,115.51,-1,1
event_stdv,4.986,-1,1
event_length,0.00764,-1,1
event_mean,123.82,0,1
event_stdv,3.555875,0,1
event_length,0.006056,0,1
event_mean,88.71,1,1
event_stdv,6.9586,1,1
event_length,0.006656,1,1
event_mean,79.62827,2,1
event_stdv,2.129336,2,1
event_length,0.010756,2,1
event_mean,114.13861,-2,1
event_stdv,5.456139,-2,1
event_length,0.008209,-2,1
event_mean,118.35,-1,1
event_stdv,5.904,-1,1
event_length,0.0073,-1,1
event_mean,122.89,0,1
event_stdv,7.068667,0,1
event_length,0.003873,0,1
event_mean,83.88,1,1
event_stdv,4.624,1,1
event_length,0.00697,1,1
event_mean,76.69171,2,1
event_stdv,1.802686,2,1
event_length,0.006193,2,1
event_mean,111.181885,-2,1
event_stdv,4.279362,-2,1
event_length,0.009023,-2,1
event_mean,119.56,-1,1
event_stdv,8.747,-1,1
event_length,0.01129,-1,1
event_mean,117.96,0,1
event_stdv,11.229,0,1
event_length,0.01361,0,1
event_mean,83.37,1,1
event_stdv,2.72,1,1
event_length,0.00598,1,1
event_mean,78.72513,2,1
event_stdv,2.287538,2,1
event_length,0.005594,2,1
event_mean,110.86,-2,1
event_stdv,5.304,-2,1
event_length,0.01926,-2,1
event_mean,119.87334,-1,1
event_stdv,11.243333,-1,1
event_length,0.0083,-1,1
event_mean,126.00867,0,1
event_stdv,5.409833,0,1
event_length,0.00352,0,1
event_mean,76.73139,2,1
event_stdv,1.927042,2,1
event_length,0.007537,2,1
event_mean,114.92,-2,1
event_stdv,5.531,-2,1
event_length,0.00398,-2,1
event_mean,118.76509,-1,1
event_stdv,2.862623,-1,1
event_length,0.011804,-1,1
event_mean,125.177315,0,1
event_stdv,4.308122,0,1
event_length,0.007133,0,1
event_mean,87.98,1,1
event_stdv,3.555,1,1
event_length,0.00365,1,1
event_mean,74.5674,2,1
event_stdv,1.900877,2,1
event_length,0.015574,2,1
event_mean,112.57,-2,1
event_stdv,4.834,-2,1
event_length,0.00332,-2,1
event_mean,117.945076,-1,1
event_stdv,3.905127,-1,1
event_length,0.012323,-1,1
event_mean,84.12,1,1
event_stdv,5.225,1,1
event_length,0.0083,1,1
event_mean,77.965454,2,1
event_stdv,1.875691,2,1
event_length,0.006887,2,1
event_mean,111.89,-2,1
event_stdv,4.464,-2,1
event_length,0.00764,-2,1
event_mean,117.83,-1,1
event_stdv,2.659,-1,1
event_length,0.01328,-1,1
event_mean,114.67,0,1
event_stdv,8.519,0,1
event_length,0.01096,0,1
event_mean,79.61,1,1
event_stdv,2.593,1,1
event_length,0.00266,1,1
event_mean,77.79288,2,1
event_stdv,1.480814,2,1
event_length,0.007367,2,1
event_mean,111.53,-2,1
event_stdv,3.287,-2,1
event_length,0.00797,-2,1
event_mean,115.11,-1,1
event_stdv,2.58,-1,1
event_length,0.01494,-1,1
event_mean,73.95651,2,1
event_stdv,1.460965,2,1
event_length,0.007883,2,1
event_mean,110.86,-2,1
event_stdv,5.304,-2,1
event_length,0.01926,-2,1
event_mean,119.87334,-1,1
event_stdv,11.243333,-1,1
event_length,0.0083,-1,1
event_mean,126.00867,0,1
event_stdv,5.409833,0,1
event_length,0.00352,0,1
event_mean,76.73139,2,1
event_stdv,1.927042,2,1
event_length,0.007537,2,1
event_mean,114.84,-2,1
event_stdv,5.705,-2,1
event_length,0.0083,-2,1
event_mean,112.5,-1,1
event_stdv,6.041,-1,1
event_length,0.00365,-1,1
event_mean,118.67,0,1
event_stdv,9.851,0,1
event_length,0.00631,0,1
event_mean,86.424736,1,1
event_stdv,4.478263,1,1
event_length,0.012633,1,1
event_mean,80.821205,2,1
event_stdv,2.717229,2,1
event_length,0.008365,2,1
event_mean,107.59,-2,1
event_stdv,4.735,-2,1
event_length,0.00266,-2,1
event_mean,114.786575,-1,1
event_stdv,4.132895,-1,1
event_length,0.007423,-1,1
event_mean,121.34,0,1
event_stdv,9.009,0,1
event_length,0.01726,0,1
event_mean,82.87,1,1
event_stdv,2.411,1,1
event_length,0.00863,1,1
event_mean,77.519905,2,1
event_stdv,1.704673,2,1
event_length,0.013483,2,1
event_mean,106.15,-2,1
event_stdv,2.952,-2,1
event_length,0.00299,-2,1
event_mean,111.88,-1,1
event_stdv,4.08,-1,1
event_length,0.01029,-1,1
event_mean,120.76,0,1
event_stdv,7.597,0,1
event_length,0.01129,0,1
event_mean,82.27,1,1
event_stdv,2.352,1,1
event_length,0.00432,1,1
event_mean,73.7,2,1
event_stdv,1.235,2,1
event_length,0.00697,2,1
event_mean,114.62,-2,1
event_stdv,5.317,-2,1
event_length,0.00531,-2,1
event_mean,107.16,-1,1
event_stdv,2.455,-1,1
event_length,0.00299,-1,1
event_mean,123.28,0,1
event_stdv,3.196,0,1
event_length,0.00764,0,1
event_mean,82.7,1,1
event_stdv,2.813,1,1
event_length,0.00598,1,1
event_mean,78.34672,2,1
event_stdv,1.469967,2,1
event_length,0.00794,2,1
event_mean,111.47934,-2,1
event_stdv,5.322013,-2,1
event_length,0.012838,-2,1
event_mean,116.91,-1,1
event_stdv,4.791,-1,1
event_length,0.0073,-1,1
event_mean,76.02991,2,1
event_stdv,1.564486,2,1
event_length,0.017688,2,1
event_mean,113.38895,-2,1
event_stdv,4.504289,-2,1
event_length,0.003651,-2,1
event_mean,122.25,-1,1
event_stdv,1.965,-1,1
event_length,0.00531,-1,1
event_mean,127.33,0,1
event_stdv,5.082,0,1
event_length,0.00332,0,1
event_mean,83.17,1,1
event_stdv,3.335,1,1
event_length,0.00863,1,1
event_mean,75.54024,2,1
event_stdv,1.476738,2,1
event_length,0.005708,2,1
event_mean,111.181885,-2,1
event_stdv,4.279362,-2,1
event_length,0.009023,-2,1
event_mean,119.56,-1,1
event_stdv,8.747,-1,1
event_length,0.01129,-1,1
event_mean,117.96,0,1
event_stdv,11.229,0,1
event_length,0.01361,0,1
event_mean,83.37,1,1
event_stdv,2.72,1,1
event_length,0.00598,1,1
event_mean,78.72513,2,1
event_stdv,2.287538,2,1
event_length,0.005594,2,1
event_mean,110.58,-2,1
event_stdv,4.399,-2,1
event_length,0.00598,-2,1
event_mean,123.253,-1,1
event_stdv,2.81225,-1,1
event_length,0.00679,-1,1
event_mean,124.468185,0,1
event_stdv,5.424788,0,1
event_length,0.011212,0,1
event_mean,81.31,1,1
event_stdv,3.223,1,1
event_length,0.0083,1,1
event_mean,75.44565,2,1
event_stdv,1.625742,2,1
event_length,0.006971,2,1
event_mean,111.181885,-2,1
event_stdv,4.279362,-2,1
event_length,0.009023,-2,1
event_mean,119.56,-1,1
event_stdv,8.747,-1,1
event_length,0.01129,-1,1
event_mean,117.96,0,1
event_stdv,11.229,0,1
event_length,0.01361,0,1
event_mean,83.37,1,1
event_stdv,2.72,1,1
event_length,0.00598,1,1
event_mean,78.72513,2,1
event_stdv,2.287538,2,1
event_length,0.005594,2,1
event_mean,116.3959,-2,1
event_stdv,5.561744,-2,1
event_length,0.008725,-2,1
event_mean,118.14696,-1,1
event_stdv,2.021783,-1,1
event_length,0.008442,-1,1
event_mean,119.17,0,1
event_stdv,5.152,0,1
event_length,0.02324,0,1
event_mean,92.2,1,1
event_stdv,2.492,1,1
event_length,0.02191,1,1
event_mean,113.3048,-2,1
event_stdv,5.35932,-2,1
event_length,0.004955,-2,1
event_mean,119.2,-1,1
event_stdv,5.707,-1,1
event_length,0.02623,-1,1
event_mean,122.69963,0,1
event_stdv,2.606259,0,1
event_length,0.003014,0,1
event_mean,91.91,1,1
event_stdv,1.674,1,1
event_length,0.00598,1,1
event_mean,88.41,2,1
event_stdv,2.084,2,1
event_length,0.00266,2,1
event_mean,116.75643,-2,1
event_stdv,3.847214,-2,1
event_length,0.009252,-2,1
event_mean,117.68,-1,1
event_stdv,3.688,-1,1
event_length,0.01328,-1,1
event_mean,122.2075,0,1
event_stdv,1.8598,0,1
event_length,0.00536,0,1
event_mean,94.35,1,1
event_stdv,7.262,1,1
event_length,0.00531,1,1
event_mean,123.54,-2,1
event_stdv,3.641,-2,1
event_length,0.01527,-2,1
event_mean,117.4,-1,1
event_stdv,3.4,-1,1
event_length,0.00232,-1,1
event_mean,125.933846,0,1
event_stdv,4.810312,0,1
event_length,0.009864,0,1
event_mean,84.61,1,1
event_stdv,2.69,1,1
event_length,0.00465,1,1
event_mean,83.799,2,1
event_stdv,2.03425,2,1
event_length,0.00362,2,1
event_mean,120.61,-2,1
event_stdv,5.039,-2,1
event_length,0.01062,-2,1
event_mean,119.52185,-1,1
event_stdv,2.987695,-1,1
event_length,0.008685,-1,1
event_mean,117.46,-2,1
event_stdv,1.459,-2,1
event_length,0.00299,-2,1
event_mean,121.05516,-1,1
event_stdv,2.759,-1,1
event_length,0.005793,-1,1
event_mean,116.99,0,1
event_stdv,4.418,0,1
event_length,0.00266,0,1
event_mean,89.16,1,1
event_stdv,2.007,1,1
event_length,0.00365,1,1
event_mean,92.76,2,1
event_stdv,1.638,2,1
event_length,0.00332,2,1
event_mean,113.78533,-2,1
event_stdv,3.549267,-2,1
event_length,0.002501,-2,1
event_mean,118.7,-1,1
event_stdv,5.585,-1,1
event_length,0.00764,-1,1
event_mean,116.11,0,1
event_stdv,4.506,0,1
event_length,0.0156,0,1
event_mean,89.76471,1,1
event_stdv,1.982,1,1
event_length,0.002908,1,1
event_mean,89.45,2,1
event_stdv,1.673,2,1
event_length,0.00896,2,1
event_mean,114.24,-2,1
event_stdv,2.409,-2,1
event_length,0.00332,-2,1
event_mean,118.73766,-1,1
event_stdv,2.602426,-1,1
event_length,0.015197,-1,1
event_mean,123.47,0,1
event_stdv,1.501,0,1
event_length,0.00332,0,1
event_mean,91.91,1,1
event_stdv,3.002,1,1
event_length,0.00365,1,1
event_mean,87.06,2,1
event_stdv,1.562,2,1
event_length,0.00266,2,1
event_mean,112.42934,-2,1
event_stdv,7.635733,-2,1
event_length,0.002501,-2,1
event_mean,117.78,-1,1
event_stdv,5.24,-1,1
event_length,0.00299,-1,1
event_mean,123.5479,0,1
event_stdv,3.802962,0,1
event_length,0.005385,0,1
event_mean,94.48,1,1
event_stdv,5.929,1,1
event_length,0.00398,1,1
event_mean,85.52,2,1
event_stdv,3.093,2,1
event_length,0.00564,2,1
event_mean,116.03111,-2,1
event_stdv,4.962556,-2,1
event_length,0.00749,-2,1
event_mean,117.673615,-1,1
event_stdv,2.461833,-1,1
event_length,0.004226,-1,1
event_mean,117.72,0,1
event_stdv,5.855,0,1
event_length,0.0156,0,1
event_mean,88.16,1,1
event_stdv,3.128,1,1
event_length,0.00498,1,1
event_mean,93.91,2,1
event_stdv,1.49,2,1
event_length,0.00465,2,1
event_mean,113.87,-2,1
event_stdv,4.057,-2,1
event_length,0.00432,-2,1
event_mean,120.210304,-1,1
event_stdv,4.386602,-1,1
event_length,0.012853,-1,1
event_mean,120.36,0,1
event_stdv,3.696,0,1
event_length,0.00896,0,1
event_mean,89.91,1,1
event_stdv,1.907,1,1
event_length,0.00232,1,1
event_mean,91.85,2,1
event_stdv,2.246,2,1
event_length,0.01129,2,1
event_mean,116.74,-2,1
event_stdv,4.676,-2,1
event_length,0.01892,-2,1
event_mean,117.844444,-1,1
event_stdv,2.042667,-1,1
event_length,0.005229,-1,1
event_mean,120.37,0,1
event_stdv,5.819,0,1
event_length,0.00797,0,1
event_mean,91.91946,1,1
event_stdv,2.244378,1,1
event_length,0.006509,1,1
event_mean,91.58,2,1
event_stdv,2.674,2,1
event_length,0.00232,2,1
event_mean,117.21222,-2,1
event_stdv,4.048056,-2,1
event_length,0.007155,-2,1
event_mean,119.81027,-1,1
event_stdv,2.19749,-1,1
event_length,0.00708,-1,1
event_mean,117.53,0,1
event_stdv,4.154,0,1
event_length,0.00963,0,1
event_mean,93.39267,1,1
event_stdv,2.386925,1,1
event_length,0.011316,1,1
event_mean,85.82,2,1
event_stdv,1.913,2,1
event_length,0.00332,2,1
event_mean,117.21606,-2,1
event_stdv,4.450141,-2,1
event_length,0.008318,-2,1
event_mean,118.45592,-1,1
event_stdv,2.529342,-1,1
event_length,0.010021,-1,1
event_mean,120.43889,0,1
event_stdv,2.842111,0,1
event_length,0.004536,0,1
event_mean,90.82,1,1
event_stdv,2.761,1,1
event_length,0.00398,1,1
event_mean,92.93,2,1
event_stdv,1.902,2,1
event_length,0.00963,2,1
event_mean,118.34,-2,1
event_stdv,3.606,-2,1
event_length,0.00365,-2,1
event_mean,123.33,-1,1
event_stdv,2.159,-1,1
event_length,0.00232,-1,1
event_mean,125.84005,0,1
event_stdv,5.798886,0,1
event_length,0.018972,0,1
event_mean,92.65,1,1
event_stdv,2.202,1,1
event_length,0.00398,1,1
event_mean,87.71,2,1
event_stdv,1.204,2,1
event_length,0.00299,2,1
event_mean,116.629166,-2,1
event_stdv,3.281917,-2,1
event_length,0.004096,-2,1
event_mean,121.815,-1,1
event_stdv,6.980385,-1,1
event_length,0.004723,-1,1
event_mean,129.08455,0,1
event_stdv,5.186212,0,1
event_length,0.006611,0,1
event_mean,119.23,-2,1
event_stdv,4.452,-2,1
event_length,0.01162,-2,1
event_mean,115.48,-1,1
event_stdv,4.617,-1,1
event_length,0.00764,-1,1
event_mean,118.92,0,1
event_stdv,3.098,0,1
event_length,0.0166,0,1
event_mean,90.16982,1,1
event_stdv,1.958732,1,1
event_length,0.003653,1,1
event_mean,90.26,2,1
event_stdv,2.082,2,1
event_length,0.01262,2,1
event_mean,116.21,-2,1
event_stdv,4.063,-2,1
event_length,0.00365,-2,1
event_mean,119.37319,-1,1
event_stdv,3.414782,-1,1
event_length,0.010494,-1,1
event_mean,120.82175,0,1
event_stdv,3.8575,0,1
event_length,0.007124,0,1
event_mean,92.09741,1,1
event_stdv,3.988892,1,1
event_length,0.019076,1,1
event_mean,85.430565,2,1
event_stdv,1.586216,2,1
event_length,0.00369,2,1
event_mean,114.84,-2,1
event_stdv,4.945,-2,1
event_length,0.01129,-2,1
event_mean,120.1,-1,1
event_stdv,1.495,-1,1
event_length,0.00564,-1,1
event_mean,117.97,0,1
event_stdv,4.764,0,1
event_length,0.01361,0,1
event_mean,92.17,1,1
event_stdv,3.023,1,1
event_length,0.01726,1,1
event_mean,89.88,2,1
event_stdv,1.683,2,1
event_length,0.01029,2,1
event_mean,115.74,-2,1
event_stdv,3.34,-2,1
event_length,0.00598,-2,1
event_mean,121.38737,-1,1
event_stdv,3.188033,-1,1
event_length,0.012705,-1,1
event_mean,123.201164,0,1
event_stdv,2.310738,0,1
event_length,0.011608,0,1
event_mean,84.83,2,1
event_stdv,2.949,2,1
event_length,0.00697,2,1
event_mean,123.59,-2,1
event_stdv,4.902,-2,1
event_length,0.00266,-2,1
event_mean,118.861786,-1,1
event_stdv,5.014054,-1,1
event_length,0.016947,-1,1
event_mean,117.52,0,1
event_stdv,4.087,0,1
event_length,0.01826,0,1
event_mean,93.60368,1,1
event_stdv,2.062526,1,1
event_length,0.003164,1,1
event_mean,91.74,2,1
event_stdv,1.602,2,1
event_length,0.00365,2,1
event_mean,117.71493,-2,1
event_stdv,4.307775,-2,1
event_length,0.019384,-2,1
event_mean,118.257,-1,1
event_stdv,2.765687,-1,1
event_length,0.006258,-1,1
event_mean,119.6,0,1
event_stdv,3.801,0,1
event_length,0.00498,0,1
event_mean,93.98,1,1
event_stdv,6.693,1,1
event_length,0.01096,1,1
event_mean,94.75,2,1
event_stdv,2.11,2,1
event_length,0.00863,2,1
event_mean,116.435936,-2,1
event_stdv,3.642969,-2,1
event_length,0.005331,-2,1
event_mean,117.177315,-1,1
event_stdv,3.918642,-1,1
event_length,0.00746,-1,1
event_mean,121.07,0,1
event_stdv,2.017,0,1
event_length,0.00498,0,1
event_mean,91.1,1,1
event_stdv,3.0,1,1
event_length,0.00664,1,1
event_mean,92.49,2,1
event_stdv,2.825,2,1
event_length,0.00664,2,1
event_mean,119.57105,-2,1
event_stdv,4.372737,-2,1
event_length,0.011582,-2,1
event_mean,120.81,-1,1
event_stdv,1.831,-1,1
event_length,0.00465,-1,1
event_mean,120.45274,0,1
event_stdv,2.111255,0,1
event_length,0.003821,0,1
event_mean,89.29,1,1
event_stdv,2.593,1,1
event_length,0.00498,1,1
event_mean,91.82,2,1
event_stdv,1.847,2,1
event_length,0.01129,2,1
event_mean,110.17,-2,1
event_stdv,5.338,-2,1
event_length,0.00963,-2,1
event_mean,119.57805,-1,1
event_stdv,4.694584,-1,1
event_length,0.014127,-1,1
event_mean,111.62,0,1
event_stdv,10.082,0,1
event_length,0.00963,0,1
event_mean,92.82235,1,1
event_stdv,2.825275,1,1
event_length,0.008551,1,1
event_mean,89.37,2,1
event_stdv,1.367,2,1
event_length,0.00398,2,1
event_mean,114.542854,-2,1
event_stdv,4.969943,-2,1
event_length,0.005853,-2,1
event_mean,118.756615,-1,1
event_stdv,2.326782,-1,1
event_length,0.010661,-1,1
event_mean,113.53,0,1
event_stdv,6.4,0,1
event_length,0.00299,0,1
event_mean,89.46,1,1
event_stdv,2.969,1,1
event_length,0.00365,1,1
event_mean,94.79,2,1
event_stdv,1.535,2,1
event_length,0.00266,2,1
event_mean,115.156944,-2,1
event_stdv,4.765389,-2,1
event_length,0.006441,-2,1
event_mean,119.04089,-1,1
event_stdv,3.535348,-1,1
event_length,0.012585,-1,1
event_mean,119.37,0,1
event_stdv,1.876,0,1
event_length,0.00266,0,1
event_mean,91.76922,1,1
event_stdv,2.203922,1,1
event_length,0.007388,1,1
event_mean,90.4,2,1
event_stdv,1.866,2,1
event_length,0.0073,2,1
event_mean,115.39,-2,1
event_stdv,4.621,-2,1
event_length,0.00531,-2,1
event_mean,119.530525,-1,1
event_stdv,3.813921,-1,1
event_length,0.009994,-1,1
event_mean,122.07,0,1
event_stdv,3.483,0,1
event_length,0.00531,0,1
event_mean,89.72314,1,1
event_stdv,3.709799,1,1
event_length,0.010272,1,1
event_mean,86.37,2,1
event_stdv,2.127,2,1
event_length,0.00299,2,1
event_mean,119.28,-2,1
event_stdv,4.787,-2,1
event_length,0.03088,-2,1
event_mean,119.46345,-1,1
event_stdv,2.274793,-1,1
event_length,0.006834,-1,1
event_mean,120.6,0,1
event_stdv,2.008,0,1
event_length,0.00365,0,1
event_mean,93.32,1,1
event_stdv,7.756,1,1
event_length,0.01062,1,1
event_mean,91.87,2,1
event_stdv,2.136,2,1
event_length,0.01627,2,1
event_mean,117.06,-2,1
event_stdv,5.222,-2,1
event_length,0.02191,-2,1
event_mean,120.16,-1,1
event_stdv,3.817,-1,1
event_length,0.01461,-1,1
event_mean,122.70258,0,1
event_stdv,2.996466,0,1
event_length,0.006653,0,1
event_mean,91.82,1,1
event_stdv,3.582,1,1
event_length,0.00863,1,1
event_mean,95.38,2,1
event_stdv,0.963,2,1
event_length,0.00598,2,1
event_mean,116.375626,-2,1
event_stdv,4.877906,-2,1
event_length,0.004003,-2,1
event_mean,119.424545,-1,1
event_stdv,2.937727,-1,1
event_length,0.00368,-1,1
event_mean,118.08,0,1
event_stdv,5.688,0,1
event_length,0.01029,0,1
event_mean,90.16,1,1
event_stdv,2.912,1,1
event_length,0.00299,1,1
event_mean,92.65,2,1
event_stdv,1.304,2,1
event_length,0.00299,2,1
event_mean,114.62623,-2,1
event_stdv,4.908434,-2,1
event_length,0.008953,-2,1
event_mean,118.8955,-1,1
event_stdv,3.354515,-1,1
event_length,0.018555,-1,1
event_mean,117.25,0,1
event_stdv,3.316,0,1
event_length,0.01959,0,1
event_mean,91.365234,1,1
event_stdv,3.198405,1,1
event_length,0.00359,1,1
event_mean,89.67,2,1
event_stdv,1.817,2,1
event_length,0.00564,2,1
event_mean,118.27,-2,1
event_stdv,4.533,-2,1
event_length,0.00896,-2,1
event_mean,113.38,-1,1
event_stdv,2.588,-1,1
event_length,0.00365,-1,1
event_mean,119.06,0,1
event_stdv,2.923,0,1
event_length,0.01096,0,1
event_mean,92.839554,1,1
event_stdv,1.796911,1,1
event_length,0.00781,1,1
event_mean,91.63,2,1
event_stdv,2.214,2,1
event_length,0.00465,2,1
event_mean,116.375626,-2,1
event_stdv,4.877906,-2,1
event_length,0.004003,-2,1
event_mean,119.424545,-1,1
event_stdv,2.937727,-1,1
event_length,0.00368,-1,1
event_mean,118.08,0,1
event_stdv,5.688,0,1
event_length,0.01029,0,1
event_mean,90.16,1,1
event_stdv,2.912,1,1
event_length,0.00299,1,1
event_mean,92.65,2,1
event_stdv,1.304,2,1
event_length,0.00299,2,1
event_mean,116.74,-2,1
event_stdv,4.676,-2,1
event_length,0.01892,-2,1
event_mean,117.844444,-1,1
event_stdv,2.042667,-1,1
event_length,0.005229,-1,1
event_mean,120.37,0,1
event_stdv,5.819,0,1
event_length,0.00797,0,1
event_mean,91.91946,1,1
event_stdv,2.244378,1,1
event_length,0.006509,1,1
event_mean,91.58,2,1
event_stdv,2.674,2,1
event_length,0.00232,2,1
event_mean,115.74,-2,1
event_stdv,3.34,-2,1
event_length,0.00598,-2,1
event_mean,121.38737,-1,1
event_stdv,3.188033,-1,1
event_length,0.012705,-1,1
event_mean,123.201164,0,1
event_stdv,2.310738,0,1
event_length,0.011608,0,1
event_mean,84.83,2,1
event_stdv,2.949,2,1
event_length,0.00697,2,1
event_mean,117.21222,-2,1
event_stdv,4.048056,-2,1
event_length,0.007155,-2,1
event_mean,119.81027,-1,1
event_stdv,2.19749,-1,1
event_length,0.00708,-1,1
event_mean,117.53,0,1
event_stdv,4.154,0,1
event_length,0.00963,0,1
event_mean,93.39267,1,1
event_stdv,2.386925,1,1
event_length,0.011316,1,1
event_mean,85.82,2,1
event_stdv,1.913,2,1
event_length,0.00332,2,1
event_mean,120.61,-2,1
event_stdv,5.039,-2,1
event_length,0.01062,-2,1
event_mean,119.52185,-1,1
event_stdv,2.987695,-1,1
event_length,0.008685,-1,1
event_mean,117.21222,-2,1
event_stdv,4.048056,-2,1
event_length,0.007155,-2,1
event_mean,119.81027,-1,1
event_stdv,2.19749,-1,1
event_length,0.00708,-1,1
event_mean,117.53,0,1
event_stdv,4.154,0,1
event_length,0.00963,0,1
event_mean,93.39267,1,1
event_stdv,2.386925,1,1
event_length,0.011316,1,1
event_mean,85.82,2,1
event_stdv,1.913,2,1
event_length,0.00332,2,1
event_mean,117.71493,-2,1
event_stdv,4.307775,-2,1
event_length,0.019384,-2,1
event_mean,118.257,-1,1
event_stdv,2.765687,-1,1
event_length,0.006258,-1,1
event_mean,119.6,0,1
event_stdv,3.801,0,1
event_length,0.00498,0,1
event_mean,93.98,1,1
event_stdv,6.693,1,1
event_length,0.01096,1,1
event_mean,94.75,2,1
