feature,value,position,modification
event_mean,123.69867,-2,1
event_stdv,4.266133,-2,1
event_length,0.009099,-2,1
event_mean,118.75027,-1,1
event_stdv,8.06,-1,1
event_length,0.008334,-1,1
event_mean,98.81,0,1
event_stdv,3.876,0,1
event_length,0.0093,0,1
event_mean,94.33,1,1
event_stdv,2.224,1,1
event_length,0.00332,1,1
event_mean,120.647644,-2,1
event_stdv,1.269294,-2,1
event_length,0.004274,-2,1
event_mean,125.806,-1,1
event_stdv,4.432,-1,1
event_length,0.007904,-1,1
event_mean,100.84,0,1
event_stdv,2.431,0,1
event_length,0.0073,0,1
event_mean,92.508995,1,1
event_stdv,2.696111,1,1
event_length,0.012153,1,1
event_mean,92.69,2,1
event_stdv,4.641,2,1
event_length,0.0083,2,1
event_mean,122.7,-2,1
event_stdv,1.463,-2,1
event_length,0.00332,-2,1
event_mean,117.309235,-1,1
event_stdv,5.927231,-1,1
event_length,0.006589,-1,1
event_mean,95.87,0,1
event_stdv,1.668,0,1
event_length,0.00266,0,1
event_mean,92.217026,1,1
event_stdv,2.588595,1,1
event_length,0.006252,1,1
event_mean,90.45,2,1
event_stdv,3.925,2,1
event_length,0.00531,2,1
event_mean,122.09937,-2,1
event_stdv,2.933938,-2,1
event_length,0.005934,-2,1
event_mean,124.3537,-1,1
event_stdv,8.419644,-1,1
event_length,0.00882,-1,1
event_mean,106.34,0,1
event_stdv,1.915,0,1
event_length,0.00697,0,1
event_mean,93.69483,1,1
event_stdv,4.826367,1,1
event_length,0.008381,1,1
event_mean,88.02,2,1
event_stdv,2.691,2,1
event_length,0.00266,2,1
event_mean,125.48,-2,1
event_stdv,3.556,-2,1
event_length,0.00432,-2,1
event_mean,115.81966,-1,1
event_stdv,7.157621,-1,1
event_length,0.005781,-1,1
event_mean,98.26,0,1
event_stdv,4.687,0,1
event_length,0.00465,0,1
event_mean,100.85,1,1
event_stdv,1.851,1,1
event_length,0.00299,1,1
event_mean,94.25,2,1
event_stdv,3.966,2,1
event_length,0.00896,2,1
event_mean,123.539474,-2,1
event_stdv,3.957355,-2,1
event_length,0.018363,-2,1
event_mean,119.91,-1,1
event_stdv,2.868,-1,1
event_length,0.00332,-1,1
event_mean,101.75,0,1
event_stdv,1.4364,0,1
event_length,0.002501,0,1
event_mean,95.25,1,1
event_stdv,3.217,1,1
event_length,0.00398,1,1
event_mean,92.95568,2,1
event_stdv,4.085773,2,1
event_length,0.010695,2,1
event_mean,123.71,-2,1
event_stdv,2.462,-2,1
event_length,0.0093,-2,1
event_mean,124.99644,-1,1
event_stdv,4.700356,-1,1
event_length,0.012214,-1,1
event_mean,102.91897,0,1
event_stdv,3.126655,0,1
event_length,0.004866,0,1
event_mean,93.20712,1,1
event_stdv,2.661932,1,1
event_length,0.007294,1,1
event_mean,93.33,2,1
event_stdv,3.697,2,1
event_length,0.01262,2,1
event_mean,117.29667,-2,1
event_stdv,2.185833,-2,1
event_length,0.012948,-2,1
event_mean,126.9884,-1,1
event_stdv,3.406475,-1,1
event_length,0.015675,-1,1
event_mean,104.09642,0,1
event_stdv,2.3874,0,1
event_length,0.007531,0,1
event_mean,93.01,1,1
event_stdv,1.762,1,1
event_length,0.00764,1,1
event_mean,92.63,2,1
event_stdv,3.961,2,1
event_length,0.00564,2,1
event_mean,120.28,-2,1
event_stdv,1.609,-2,1
event_length,0.00299,-2,1
event_mean,128.65,-1,1
event_stdv,4.437625,-1,1
event_length,0.014025,-1,1
event_mean,107.39,0,1
event_stdv,2.988,0,1
event_length,0.00398,0,1
event_mean,96.5,1,1
event_stdv,2.724,1,1
event_length,0.00465,1,1
event_mean,90.96,2,1
event_stdv,2.391,2,1
event_length,0.00465,2,1
event_mean,121.996765,-2,1
event_stdv,3.29607,-2,1
event_length,0.016786,-2,1
event_mean,127.61,-1,1
event_stdv,4.744,-1,1
event_length,0.01262,-1,1
event_mean,103.37,0,1
event_stdv,3.555778,0,1
event_length,0.021577,0,1
event_mean,95.835655,1,1
event_stdv,2.14713,1,1
event_length,0.004173,1,1
event_mean,93.0,2,1
event_stdv,2.737,2,1
event_length,0.00896,2,1
event_mean,124.658936,-2,1
event_stdv,3.647851,-2,1
event_length,0.008828,-2,1
event_mean,127.642,-1,1
event_stdv,5.5394,-1,1
event_length,0.00518,-1,1
event_mean,96.690445,0,1
event_stdv,2.428867,0,1
event_length,0.008881,0,1
event_mean,94.86,1,1
event_stdv,2.564,1,1
event_length,0.00232,1,1
event_mean,98.45,2,1
event_stdv,2.886,2,1
event_length,0.00332,2,1
event_mean,124.89571,-2,1
event_stdv,2.182762,-2,1
event_length,0.006986,-2,1
event_mean,123.15786,-1,1
event_stdv,6.26825,-1,1
event_length,0.006156,-1,1
event_mean,103.06,0,1
event_stdv,0.804,0,1
event_length,0.00232,0,1
event_mean,96.12,1,1
event_stdv,3.382,1,1
event_length,0.00498,1,1
event_mean,91.60571,2,1
event_stdv,2.975286,2,1
event_length,0.003556,2,1
event_mean,119.44,-2,1
event_stdv,2.406,-2,1
event_length,0.00498,-2,1
event_mean,125.2175,-1,1
event_stdv,7.40925,-1,1
event_length,0.0083,-1,1
event_mean,102.496895,0,1
event_stdv,1.903862,0,1
event_length,0.006982,0,1
event_mean,91.88849,1,1
event_stdv,2.589283,1,1
event_length,0.007735,1,1
event_mean,95.44,2,1
event_stdv,1.888,2,1
event_length,0.00299,2,1
event_mean,119.12,-2,1
event_stdv,2.6918,-2,1
event_length,0.004316,-2,1
event_mean,127.691086,-1,1
event_stdv,5.122376,-1,1
event_length,0.011799,-1,1
event_mean,106.62826,0,1
event_stdv,2.866565,0,1
event_length,0.007765,0,1
event_mean,97.34,1,1
event_stdv,2.837,1,1
event_length,0.0083,1,1
event_mean,122.77,-2,1
event_stdv,3.562,-2,1
event_length,0.00531,-2,1
event_mean,125.09,-1,1
event_stdv,7.212,-1,1
event_length,0.01129,-1,1
event_mean,98.50138,0,1
event_stdv,2.497448,0,1
event_length,0.005781,0,1
event_mean,93.5,1,1
event_stdv,3.087,1,1
event_length,0.00398,1,1
event_mean,89.559814,2,1
event_stdv,2.793145,2,1
event_length,0.009469,2,1
event_mean,123.975,-2,1
event_stdv,2.52268,-2,1
event_length,0.006493,-2,1
event_mean,125.33573,-1,1
event_stdv,6.85725,-1,1
event_length,0.014716,-1,1
event_mean,102.74263,0,1
event_stdv,2.716246,0,1
event_length,0.004117,0,1
event_mean,93.224,1,1
event_stdv,3.3642,1,1
event_length,0.00259,1,1
event_mean,90.62,2,1
event_stdv,3.766,2,1
event_length,0.00299,2,1
event_mean,124.62709,-2,1
event_stdv,3.699545,-2,1
event_length,0.009433,-2,1
event_mean,128.81,-1,1
event_stdv,4.776,-1,1
event_length,0.00896,-1,1
event_mean,101.68859,0,1
event_stdv,2.043306,0,1
event_length,0.008748,0,1
event_mean,97.58,1,1
event_stdv,1.81,1,1
event_length,0.01428,1,1
event_mean,124.12284,-2,1
event_stdv,6.29508,-2,1
event_length,0.02186,-2,1
event_mean,125.66,-1,1
event_stdv,5.543,-1,1
event_length,0.01394,-1,1
event_mean,102.92075,0,1
event_stdv,2.034575,0,1
event_length,0.008423,0,1
event_mean,98.31,1,1
event_stdv,1.405,1,1
event_length,0.00332,1,1
event_mean,94.37,2,1
event_stdv,2.14,2,1
event_length,0.00664,2,1
event_mean,123.80864,-2,1
event_stdv,3.616523,-2,1
event_length,0.006112,-2,1
event_mean,125.14855,-1,1
event_stdv,5.874408,-1,1
event_length,0.008612,-1,1
event_mean,100.605,0,1
event_stdv,2.883357,0,1
event_length,0.005374,0,1
event_mean,93.3625,1,1
event_stdv,2.537096,1,1
event_length,0.006294,1,1
event_mean,93.98,2,1
event_stdv,3.123,2,1
event_length,0.00465,2,1
event_mean,123.75,-2,1
event_stdv,2.016,-2,1
event_length,0.00498,-2,1
event_mean,125.90787,-1,1
event_stdv,5.481813,-1,1
event_length,0.010889,-1,1
event_mean,100.37899,0,1
event_stdv,3.518685,0,1
event_length,0.004733,0,1
event_mean,96.97,1,1
event_stdv,3.629,1,1
event_length,0.00299,1,1
event_mean,124.07,-2,1
event_stdv,4.822,-2,1
event_length,0.01361,-2,1
event_mean,121.44348,-1,1
event_stdv,6.388152,-1,1
event_length,0.00494,-1,1
event_mean,102.33281,0,1
event_stdv,2.9275,0,1
event_length,0.007626,0,1
event_mean,92.095764,1,1
event_stdv,3.377941,1,1
event_length,0.014614,1,1
event_mean,91.005,2,1
event_stdv,3.043,2,1
event_length,0.00365,2,1
event_mean,124.18,-2,1
event_stdv,2.684,-2,1
event_length,0.0073,-2,1
event_mean,122.363846,-1,1
event_stdv,6.884115,-1,1
event_length,0.005236,-1,1
event_mean,99.24846,0,1
event_stdv,3.517492,0,1
event_length,0.010066,0,1
event_mean,100.154,1,1
event_stdv,2.5025,1,1
event_length,0.005776,1,1
event_mean,96.94,2,1
event_stdv,3.055,2,1
event_length,0.00365,2,1
event_mean,122.217705,-2,1
event_stdv,2.435705,-2,1
event_length,0.004511,-2,1
event_mean,129.01,-1,1
event_stdv,3.474,-1,1
event_length,0.00797,-1,1
event_mean,106.72,0,1
event_stdv,5.157,0,1
event_length,0.00531,0,1
event_mean,96.14,1,1
event_stdv,2.26,1,1
event_length,0.00963,1,1
event_mean,92.58,2,1
event_stdv,2.36,2,1
event_length,0.00664,2,1
event_mean,124.07,-2,1
event_stdv,4.822,-2,1
event_length,0.01361,-2,1
event_mean,121.44348,-1,1
event_stdv,6.388152,-1,1
event_length,0.00494,-1,1
event_mean,102.33281,0,1
event_stdv,2.9275,0,1
event_length,0.007626,0,1
event_mean,92.095764,1,1
event_stdv,3.377941,1,1
event_length,0.014614,1,1
event_mean,91.005,2,1
event_stdv,3.043,2,1
event_length,0.00365,2,1
event_mean,122.09937,-2,1
event_stdv,2.933938,-2,1
event_length,0.005934,-2,1
event_mean,124.3537,-1,1
event_stdv,8.419644,-1,1
event_length,0.00882,-1,1
event_mean,106.34,0,1
event_stdv,1.915,0,1
event_length,0.00697,0,1
event_mean,93.69483,1,1
event_stdv,4.826367,1,1
event_length,0.008381,1,1
event_mean,88.02,2,1
event_stdv,2.691,2,1
event_length,0.00266,2,1
event_mean,121.11478,-2,1
event_stdv,1.944227,-2,1
event_length,0.00732,-2,1
event_mean,121.6169,-1,1
event_stdv,7.771057,-1,1
event_length,0.006424,-1,1
event_mean,103.97833,0,1
event_stdv,3.097067,0,1
event_length,0.003915,0,1
event_mean,94.18,1,1
event_stdv,1.738,1,1
event_length,0.00232,1,1
event_mean,91.990906,2,1
event_stdv,2.335545,2,1
event_length,0.00368,2,1
event_mean,121.11478,-2,1
event_stdv,1.944227,-2,1
event_length,0.00732,-2,1
event_mean,121.6169,-1,1
event_stdv,7.771057,-1,1
event_length,0.006424,-1,1
event_mean,103.97833,0,1
event_stdv,3.097067,0,1
event_length,0.003915,0,1
event_mean,94.18,1,1
event_stdv,1.738,1,1
event_length,0.00232,1,1
event_mean,91.990906,2,1
event_stdv,2.335545,2,1
event_length,0.00368,2,1
event_mean,124.89571,-2,1
event_stdv,2.182762,-2,1
event_length,0.006986,-2,1
event_mean,123.15786,-1,1
event_stdv,6.26825,-1,1
event_length,0.006156,-1,1
event_mean,103.06,0,1
event_stdv,0.804,0,1
event_length,0.00232,0,1
event_mean,96.12,1,1
event_stdv,3.382,1,1
event_length,0.00498,1,1
event_mean,91.60571,2,1
event_stdv,2.975286,2,1
event_length,0.003556,2,1
event_mean,123.53824,-2,1
event_stdv,3.180853,-2,1
event_length,0.005723,-2,1
event_mean,125.19647,-1,1
event_stdv,3.741706,-1,1
event_length,0.003298,-1,1
event_mean,105.71,0,1
event_stdv,2.795,0,1
event_length,0.00266,0,1
event_mean,92.6655,1,1
event_stdv,2.1883,1,1
event_length,0.00362,1,1
event_mean,93.32,2,1
event_stdv,3.229,2,1
event_length,0.00531,2,1
event_mean,124.503716,-2,0
event_stdv,4.044599,-2,0
event_length,0.009948,-2,0
event_mean,128.27,-1,0
event_stdv,6.839,-1,0
event_length,0.00498,-1,0
event_mean,99.13,0,0
event_stdv,2.436,0,0
event_length,0.00797,0,0
event_mean,94.87621,1,0
event_stdv,1.938145,1,0
event_length,0.014815,1,0
event_mean,90.14,2,0
event_stdv,3.812,2,0
event_length,0.01129,2,0
event_mean,109.06,-2,0
event_stdv,5.115,-2,0
event_length,0.00332,-2,0
event_mean,133.1,-1,0
event_stdv,10.414,-1,0
event_length,0.0073,-1,0
event_mean,99.33,0,0
event_stdv,5.678,0,0
event_length,0.01793,0,0
event_mean,96.68,1,0
event_stdv,2.007,1,0
event_length,0.0073,1,0
event_mean,94.07,2,0
event_stdv,1.861,2,0
event_length,0.00232,2,0
event_mean,127.02,-2,0
event_stdv,2.489,-2,0
event_length,0.00498,-2,0
event_mean,130.18118,-1,0
event_stdv,8.053262,-1,0
event_length,0.00514,-1,0
event_mean,102.51667,0,0
event_stdv,3.152528,0,0
event_length,0.006441,0,0
event_mean,94.11911,1,0
event_stdv,2.396821,1,0
event_length,0.005299,1,0
event_mean,88.43483,2,0
event_stdv,3.044207,2,0
event_length,0.007626,2,0
event_mean,110.72357,-2,0
event_stdv,4.055976,-2,0
event_length,0.008551,-2,0
event_mean,131.82,-1,0
event_stdv,5.181,-1,0
event_length,0.00664,-1,0
event_mean,108.54,0,0
event_stdv,5.767,0,0
event_length,0.00232,0,0
event_mean,95.08196,1,0
event_stdv,5.450069,1,0
event_length,0.011583,1,0
event_mean,91.33,2,0
event_stdv,3.408,2,0
event_length,0.00598,2,0
event_mean,111.3,-2,0
event_stdv,3.787,-2,0
event_length,0.0073,-2,0
event_mean,128.01,-1,0
event_stdv,9.502,-1,0
event_length,0.02424,-1,0
event_mean,102.147804,0,0
event_stdv,3.717836,0,0
event_length,0.00972,0,0
event_mean,93.60451,1,0
event_stdv,3.705294,1,0
event_length,0.016051,1,0
event_mean,85.89,2,0
event_stdv,1.984,2,0
event_length,0.00266,2,0
event_mean,101.46,0,0
event_stdv,2.305,0,0
event_length,0.00232,0,0
event_mean,94.09782,1,0
event_stdv,2.046011,1,0
event_length,0.008575,1,0
event_mean,88.78,2,0
event_stdv,2.998,2,0
event_length,0.00299,2,0
event_mean,101.8,0,0
event_stdv,5.927,0,0
event_length,0.00564,0,0
event_mean,95.24,1,0
event_stdv,3.634,1,0
event_length,0.03154,1,0
event_mean,91.59,2,0
event_stdv,2.84,2,0
event_length,0.01129,2,0
event_mean,125.72,-2,0
event_stdv,5.227,-2,0
event_length,0.01295,-2,0
event_mean,126.12068,-1,0
event_stdv,8.246091,-1,0
event_length,0.006132,-1,0
event_mean,98.009544,0,0
event_stdv,2.871727,0,0
event_length,0.016748,0,0
event_mean,93.16851,1,0
event_stdv,2.132787,1,0
event_length,0.006363,1,0
event_mean,87.0,2,0
event_stdv,3.33,2,0
event_length,0.00299,2,0
event_mean,121.63686,-2,0
event_stdv,8.200326,-2,0
event_length,0.008777,-2,0
event_mean,125.45,-1,0
event_stdv,7.271,-1,0
event_length,0.00531,-1,0
event_mean,97.48618,0,0
event_stdv,3.835588,0,0
event_length,0.010667,0,0
event_mean,95.266556,1,0
event_stdv,4.105186,1,0
event_length,0.016028,1,0
event_mean,126.2,-2,0
event_stdv,2.76,-2,0
event_length,0.00398,-2,0
event_mean,126.3,-1,0
event_stdv,10.083,-1,0
event_length,0.01594,-1,0
event_mean,99.11,0,0
event_stdv,2.7325,0,0
event_length,0.00299,0,0
event_mean,94.385315,1,0
event_stdv,2.561418,1,0
event_length,0.009031,1,0
event_mean,89.51,2,0
event_stdv,3.682,2,0
event_length,0.0083,2,0
event_mean,131.83,-2,0
event_stdv,3.976,-2,0
event_length,0.00896,-2,0
event_mean,124.26,-1,0
event_stdv,11.286,-1,0
event_length,0.0073,-1,0
event_mean,99.20438,0,0
event_stdv,2.688667,0,0
event_length,0.007151,0,0
event_mean,95.71,1,0
event_stdv,4.365,1,0
event_length,0.0073,1,0
event_mean,90.57,2,0
event_stdv,3.665,2,0
event_length,0.01328,2,0
event_mean,130.16,-2,0
event_stdv,2.752,-2,0
event_length,0.00465,-2,0
event_mean,129.9615,-1,0
event_stdv,5.12975,-1,0
event_length,0.003353,-1,0
event_mean,99.456924,0,0
event_stdv,2.107538,0,0
event_length,0.008352,0,0
event_mean,94.657036,1,0
event_stdv,2.81418,1,0
event_length,0.027181,1,0
event_mean,94.06,2,0
event_stdv,2.634,2,0
event_length,0.00365,2,0
event_mean,95.69,0,0
event_stdv,6.523,0,0
event_length,0.01228,0,0
event_mean,93.08965,1,0
event_stdv,1.93246,1,0
event_length,0.008752,1,0
event_mean,84.74,2,0
event_stdv,2.848,2,0
event_length,0.00299,2,0
event_mean,127.61,-2,0
event_stdv,5.877077,-2,0
event_length,0.011503,-2,0
event_mean,127.2325,-1,0
event_stdv,11.03275,-1,0
event_length,0.010792,-1,0
event_mean,95.32,0,0
event_stdv,5.078,0,0
event_length,0.01129,0,0
event_mean,93.86,1,0
event_stdv,4.046,1,0
event_length,0.0093,1,0
event_mean,125.18,-2,0
event_stdv,8.079,-2,0
event_length,0.00664,-2,0
event_mean,132.00824,-1,0
event_stdv,6.004118,-1,0
event_length,0.012923,-1,0
event_mean,100.67555,0,0
event_stdv,2.912065,0,0
event_length,0.008847,0,0
event_mean,93.96561,1,0
event_stdv,3.560581,1,0
event_length,0.014883,1,0
event_mean,86.88,2,0
event_stdv,2.908,2,0
event_length,0.00232,2,0
event_mean,122.39,-2,0
event_stdv,3.76,-2,0
event_length,0.00266,-2,0
event_mean,129.5886,-1,0
event_stdv,2.997982,-1,0
event_length,0.004513,-1,0
event_mean,101.714584,0,0
event_stdv,2.21825,0,0
event_length,0.004013,0,0
event_mean,95.42346,1,0
event_stdv,1.900616,1,0
event_length,0.01503,1,0
event_mean,92.21,2,0
event_stdv,6.202,2,0
event_length,0.0166,2,0
event_mean,126.35,-2,0
event_stdv,5.543,-2,0
event_length,0.02457,-2,0
event_mean,128.64478,-1,0
event_stdv,9.275773,-1,0
event_length,0.004392,-1,0
event_mean,100.18,0,0
event_stdv,2.998,0,0
event_length,0.00432,0,0
event_mean,93.81285,1,0
event_stdv,2.848821,1,0
event_length,0.013696,1,0
event_mean,92.07,2,0
event_stdv,5.078,2,0
event_length,0.01959,2,0
event_mean,129.87,-2,0
event_stdv,2.061,-2,0
event_length,0.00332,-2,0
event_mean,128.22641,-1,0
event_stdv,5.733151,-1,0
event_length,0.004753,-1,0
event_mean,94.37,0,0
event_stdv,4.199,0,0
event_length,0.01892,0,0
event_mean,91.510956,1,0
event_stdv,2.576476,1,0
event_length,0.009646,1,0
event_mean,87.69889,2,0
event_stdv,2.060185,2,0
event_length,0.003014,2,0
event_mean,110.1,-2,0
event_stdv,4.216,-2,0
event_length,0.00631,-2,0
event_mean,130.07118,-1,0
event_stdv,5.974235,-1,0
event_length,0.00801,-1,0
event_mean,96.62,0,0
event_stdv,3.022,0,0
event_length,0.00498,0,0
event_mean,94.86916,1,0
event_stdv,1.959283,1,0
event_length,0.012248,1,0
event_mean,89.48,2,0
event_stdv,1.725,2,0
event_length,0.00398,2,0
event_mean,125.9272,-2,0
event_stdv,3.1098,-2,0
event_length,0.004686,-2,0
event_mean,131.88,-1,0
event_stdv,3.767,-1,0
event_length,0.00299,-1,0
event_mean,96.29,0,0
event_stdv,1.962,0,0
event_length,0.00996,0,0
event_mean,96.68,1,0
event_stdv,4.302,1,0
event_length,0.00664,1,0
event_mean,95.19,2,0
event_stdv,3.87,2,0
event_length,0.01262,2,0
event_mean,124.474,-2,0
event_stdv,3.977138,-2,0
event_length,0.009659,-2,0
event_mean,129.36333,-1,0
event_stdv,5.104828,-1,0
event_length,0.008764,-1,0
event_mean,95.67,0,0
event_stdv,1.936,0,0
event_length,0.00631,0,0
event_mean,89.31,1,0
event_stdv,4.055,1,0
event_length,0.00664,1,0
event_mean,88.23,2,0
event_stdv,3.722,2,0
event_length,0.01162,2,0
event_mean,126.37568,-2,0
event_stdv,2.665108,-2,0
event_length,0.007765,-2,0
event_mean,128.79384,-1,0
event_stdv,7.477969,-1,0
event_length,0.004591,-1,0
event_mean,98.39,0,0
event_stdv,2.838,0,0
event_length,0.0176,0,0
event_mean,94.46201,1,0
event_stdv,1.52304,1,0
event_length,0.02128,1,0
event_mean,90.22,2,0
event_stdv,2.665,2,0
event_length,0.00266,2,0
event_mean,107.75,-2,0
event_stdv,2.934,-2,0
event_length,0.00266,-2,0
event_mean,127.34,-1,0
event_stdv,8.671,-1,0
event_length,0.01096,-1,0
event_mean,98.11,0,0
event_stdv,2.677,0,0
event_length,0.00697,0,0
event_mean,95.7825,1,0
event_stdv,2.640783,1,0
event_length,0.027913,1,0
event_mean,96.26,2,0
event_stdv,4.882,2,0
event_length,0.00697,2,0
event_mean,130.29,-2,0
event_stdv,3.274,-2,0
event_length,0.00664,-2,0
event_mean,126.07,-1,0
event_stdv,12.823,-1,0
event_length,0.01428,-1,0
event_mean,97.65,0,0
event_stdv,2.346,0,0
event_length,0.00232,0,0
event_mean,91.63749,1,0
event_stdv,2.853313,1,0
event_length,0.013278,1,0
event_mean,90.36,2,0
event_stdv,2.691,2,0
event_length,0.01693,2,0
event_mean,123.35,-2,0
event_stdv,2.841,-2,0
event_length,0.00299,-2,0
event_mean,132.68912,-1,0
event_stdv,6.396877,-1,0
event_length,0.005086,-1,0
event_mean,99.19,0,0
event_stdv,2.082,0,0
event_length,0.00564,0,0
event_mean,93.96535,1,0
event_stdv,1.72093,1,0
event_length,0.005336,1,0
event_mean,91.96769,2,0
event_stdv,3.550346,2,0
event_length,0.004417,2,0
event_mean,130.57,-2,0
event_stdv,3.309,-2,0
event_length,0.00631,-2,0
event_mean,129.73764,-1,0
event_stdv,6.157889,-1,0
event_length,0.009654,-1,0
event_mean,104.87,0,0
event_stdv,2.302,0,0
event_length,0.00232,0,0
event_mean,94.56872,1,0
event_stdv,1.966,1,0
event_length,0.013181,1,0
event_mean,94.22,2,0
event_stdv,3.194,2,0
event_length,0.00398,2,0
event_mean,126.32,-2,0
event_stdv,3.209,-2,0
event_length,0.00598,-2,0
event_mean,132.27,-1,0
event_stdv,3.179,-1,0
event_length,0.00598,-1,0
event_mean,99.83,0,0
event_stdv,3.712,0,0
event_length,0.00664,0,0
event_mean,94.84789,1,0
event_stdv,4.288105,1,0
event_length,0.003584,1,0
event_mean,89.29,2,0
event_stdv,1.562,2,0
event_length,0.00266,2,0
event_mean,123.69,-2,0
event_stdv,2.11,-2,0
event_length,0.00365,-2,0
event_mean,125.07303,-1,0
event_stdv,9.595758,-1,0
event_length,0.006933,-1,0
event_mean,100.13,0,0
event_stdv,2.962,0,0
event_length,0.00398,0,0
event_mean,94.72,1,0
event_stdv,1.894,1,0
event_length,0.01594,1,0
event_mean,90.39375,2,0
event_stdv,2.9125,2,0
event_length,0.002697,2,0
event_mean,127.88,-1,0
event_stdv,6.042,-1,0
event_length,0.01262,-1,0
event_mean,98.8,0,0
event_stdv,2.81,0,0
event_length,0.01428,0,0
event_mean,95.22733,1,0
event_stdv,2.204933,1,0
event_length,0.003741,1,0
event_mean,87.63543,2,0
event_stdv,2.336086,2,0
event_length,0.005722,2,0
event_mean,123.66,-2,0
event_stdv,4.162,-2,0
event_length,0.00398,-2,0
event_mean,130.79193,-1,0
event_stdv,5.892797,-1,0
event_length,0.009286,-1,0
event_mean,101.46174,0,0
event_stdv,3.370087,0,0
event_length,0.003822,0,0
event_mean,95.46585,1,0
event_stdv,2.82861,1,0
event_length,0.028481,1,0
event_mean,90.5,2,0
event_stdv,4.33,2,0
event_length,0.00564,2,0
event_mean,128.35,-2,0
event_stdv,9.073,-2,0
event_length,0.01394,-2,0
event_mean,120.17,-1,0
event_stdv,10.219,-1,0
event_length,0.0073,-1,0
event_mean,99.41,0,0
event_stdv,2.607,0,0
event_length,0.00232,0,0
event_mean,94.066,1,0
event_stdv,2.8252,1,0
event_length,0.006906,1,0
event_mean,96.54,2,0
event_stdv,3.954,2,0
event_length,0.00498,2,0
event_mean,126.23366,-2,0
event_stdv,10.12472,-2,0
event_length,0.009255,-2,0
event_mean,130.13731,-1,0
event_stdv,7.582577,-1,0
event_length,0.004723,-1,0
event_mean,100.65,0,0
event_stdv,3.362,0,0
event_length,0.00664,0,0
event_mean,93.9,1,0
event_stdv,6.578,1,0
event_length,0.00697,1,0
event_mean,93.77,2,0
event_stdv,5.603,2,0
event_length,0.0156,2,0
event_mean,126.00435,-2,0
event_stdv,3.854913,-2,0
event_length,0.003885,-2,0
event_mean,125.27436,-1,0
event_stdv,6.365462,-1,0
event_length,0.009585,-1,0
event_mean,98.95,0,0
event_stdv,2.331,0,0
event_length,0.00266,0,0
event_mean,93.89637,1,0
event_stdv,2.986759,1,0
event_length,0.017983,1,0
event_mean,89.432556,2,0
event_stdv,3.385605,2,0
event_length,0.007329,2,0
event_mean,112.3,-2,0
event_stdv,9.202,-2,0
event_length,0.0073,-2,0
event_mean,123.89253,-1,0
event_stdv,9.407507,-1,0
event_length,0.006643,-1,0
event_mean,98.46,0,0
event_stdv,3.664,0,0
event_length,0.00531,0,0
event_mean,93.33421,1,0
event_stdv,2.485333,1,0
event_length,0.017577,1,0
event_mean,95.97,2,0
event_stdv,5.116,2,0
event_length,0.00432,2,0
event_mean,122.27,-2,0
event_stdv,2.469,-2,0
event_length,0.00232,-2,0
event_mean,126.96,-1,0
event_stdv,7.102,-1,0
event_length,0.00432,-1,0
event_mean,97.87,0,0
event_stdv,6.712,0,0
event_length,0.0093,0,0
event_mean,95.12618,1,0
event_stdv,3.688855,1,0
event_length,0.009278,1,0
event_mean,90.81,2,0
event_stdv,3.536,2,0
event_length,0.00465,2,0
event_mean,123.32,-2,0
event_stdv,8.253,-2,0
event_length,0.01527,-2,0
event_mean,128.98428,-1,0
event_stdv,8.860429,-1,0
event_length,0.00503,-1,0
event_mean,99.0,0,0
event_stdv,3.37,0,0
event_length,0.01295,0,0
event_mean,90.41,1,0
event_stdv,1.643522,1,0
event_length,0.023771,1,0
event_mean,89.02243,2,0
event_stdv,1.848203,2,0
event_length,0.010512,2,0
event_mean,107.36,-2,0
event_stdv,4.205,-2,0
event_length,0.00863,-2,0
event_mean,129.51,-1,0
event_stdv,7.827,-1,0
event_length,0.01328,-1,0
event_mean,98.11,0,0
event_stdv,2.65,0,0
event_length,0.00963,0,0
event_mean,88.99,1,0
event_stdv,2.911,1,0
event_length,0.00498,1,0
event_mean,93.16,2,0
event_stdv,4.311,2,0
event_length,0.00697,2,0
event_mean,123.62,-2,0
event_stdv,2.879,-2,0
event_length,0.0073,-2,0
event_mean,130.15,-1,0
event_stdv,6.083,-1,0
event_length,0.00764,-1,0
event_mean,101.27857,0,0
event_stdv,2.729429,0,0
event_length,0.00474,0,0
event_mean,93.863335,1,0
event_stdv,1.500556,1,0
event_length,0.003027,1,0
event_mean,92.79733,2,0
event_stdv,2.9686,2,0
event_length,0.006063,2,0
event_mean,130.94,-2,0
event_stdv,3.76,-2,0
event_length,0.0083,-2,0
event_mean,138.44295,-1,0
event_stdv,5.429647,-1,0
event_length,0.003298,-1,0
event_mean,99.26897,0,0
event_stdv,4.285276,0,0
event_length,0.022026,0,0
event_mean,94.95,1,0
event_stdv,1.941,1,0
event_length,0.01394,1,0
event_mean,89.01,2,0
event_stdv,3.16,2,0
event_length,0.00232,2,0
event_mean,123.62,-2,0
event_stdv,3.499,-2,0
event_length,0.01129,-2,0
event_mean,128.12213,-1,0
event_stdv,5.866112,-1,0
event_length,0.007427,-1,0
event_mean,100.52,0,0
event_stdv,6.927,0,0
event_length,0.00896,0,0
event_mean,95.00597,1,0
event_stdv,2.062,1,0
event_length,0.006124,1,0
event_mean,93.28,2,0
event_stdv,4.655,2,0
event_length,0.01195,2,0
event_mean,112.77,-2,0
